;;;;;kV;;;;;kV;A;A;;;MW;MVar;A;%;MW;MVar;A;%;;MW;MVar;A;%;MW;MVar;A;%;;MW;MVar;A;%;MW;MVar;A;%;%;;MW;MVar;A;%;
string;string;string;string;string;double;string;string;string;string;double;double;double;string;string;double;double;double;double;double;double;double;double;string;double;double;double;double;double;double;double;double;string;double;double;double;double;double;double;double;double;double;string;double;double;double;double;
L_62R_86;;Netzgruppe_Default;Standort_62;1;10.0;; Netzgruppe_Default; Standort_6; 1;10.0;319.0;319.0;1;;-0.1;-0.0;5.3;1.7;0;0;0;0;;-0.1;-0.0;5.3;1.7;0;0;0;0;;-0.1;-0.0;5.3;1.7;0;0;0;0;0;;0;0;0;0;
Trafo_6;;Netzgruppe_Default;Standort_6;1;10.0;; Netzgruppe_Default; Standort_6; 1;0.4;;;1;;0.2;0.0;10.0;69.6;0;0;0;0;;0.2;0.0;10.0;69.6;0;0;0;0;;0.2;0.0;10.0;69.6;0;0;0;0;0;;0;0;0;0;
Trafo_6_par;;Netzgruppe_Default;Standort_6;1;10.0;; Netzgruppe_Default; Standort_6; 1;0.4;;;1;;0.2;0.0;10.0;69.6;0;0;0;0;;0.2;0.0;10.0;69.6;0;0;0;0;;0.2;0.0;10.0;69.6;0;0;0;0;0;;0;0;0;0;
L_6R_86;;Netzgruppe_Default;Standort_6;1;10.0;; Netzgruppe_Default; Standort_275; 1;10.0;319.0;319.0;1;;-0.4;-0.0;25.2;7.9;0;0;0;0;;-0.4;-0.0;25.2;7.9;0;0;0;0;;-0.4;-0.0;25.2;7.9;0;0;0;0;0;;0;0;0;0;
L_275R_86;;Netzgruppe_Default;Standort_275;1;10.0;; Netzgruppe_Default; Standort_Knoten_275_Stichabgang; 1;10.0;319.0;319.0;1;;-0.3;-0.0;17.9;5.6;0;0;0;0;;-0.3;-0.0;17.9;5.6;0;0;0;0;;-0.3;-0.0;17.9;5.6;0;0;0;0;0;;0;0;0;0;
L_275R_86_Stich;;Netzgruppe_Default;Standort_Knoten_275_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_87; 1;10.0;319.0;319.0;1;;0;-0.0;0.2;0.1;0;0;0;0;;0;-0.0;0.2;0.1;0;0;0;0;;0;-0.0;0.2;0.1;0;0;0;0;0;;0;0;0;0;
L_87R_86;;Netzgruppe_Default;Standort_Knoten_275_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_243; 1;10.0;319.0;319.0;1;;-0.3;-0.0;17.8;5.6;0;0;0;0;;-0.3;-0.0;17.8;5.6;0;0;0;0;;-0.3;-0.0;17.8;5.6;0;0;0;0;0;;0;0;0;0;
L_19R_86;;Netzgruppe_Default;Standort_19;1;10.0;; Netzgruppe_Default; Standort_0; 1;10.0;319.0;319.0;1;;0.3;-0.0;17.3;5.4;0;0;0;0;;0.3;-0.0;17.3;5.4;0;0;0;0;;0.3;-0.0;17.3;5.4;0;0;0;0;0;;0;0;0;0;
Trafo_19;;Netzgruppe_Default;Standort_19;1;10.0;; Netzgruppe_Default; Standort_19; 1;0.4;;;1;;0.2;0.0;13.7;59.3;0;0;0;0;;0.2;0.0;13.7;59.3;0;0;0;0;;0.2;0.0;13.7;59.3;0;0;0;0;0;;0;0;0;0;
Trafo_19_par;;Netzgruppe_Default;Standort_19;1;10.0;; Netzgruppe_Default; Standort_19; 1;0.4;;;1;;0.2;0.0;13.7;59.3;0;0;0;0;;0.2;0.0;13.7;59.3;0;0;0;0;;0.2;0.0;13.7;59.3;0;0;0;0;0;;0;0;0;0;
L_60R_86;;Netzgruppe_Default;Standort_Knoten_59_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_19; 1;10.0;319.0;319.0;1;;0.8;-0.0;44.6;14.0;0;0;0;0;;0.8;-0.0;44.6;14.0;0;0;0;0;;0.8;-0.0;44.6;14.0;0;0;0;0;0;;0;0;0;0;
L_59R_86;;Netzgruppe_Default;Standort_59;1;10.0;; Netzgruppe_Default; Standort_Knoten_59_Stichabgang; 1;10.0;319.0;319.0;1;;1.2;0.0;68.0;21.3;0;0;0;0;;1.2;0.0;68.0;21.3;0;0;0;0;;1.2;0.0;68.0;21.3;0;0;0;0;0;;0;0;0;0;
L_297R_86;;Netzgruppe_Default;Standort_297;1;10.0;; Netzgruppe_Default; Standort_59; 1;10.0;319.0;319.0;1;;1.2;-0.0;68.0;21.3;0;0;0;0;;1.2;-0.0;68.0;21.3;0;0;0;0;;1.2;-0.0;68.0;21.3;0;0;0;0;0;;0;0;0;0;
Trafo_29;;Netzgruppe_Default;Standort_297;1;10.0;; Netzgruppe_Default; Standort_29; 1;0.4;;;1;;0.1;0.0;7.4;51.0;0;0;0;0;;0.1;0.0;7.4;51.0;0;0;0;0;;0.1;0.0;7.4;51.0;0;0;0;0;0;;0;0;0;0;
Trafo_29_par;;Netzgruppe_Default;Standort_297;1;10.0;; Netzgruppe_Default; Standort_29; 1;0.4;;;1;;0.1;0.0;7.4;51.0;0;0;0;0;;0.1;0.0;7.4;51.0;0;0;0;0;;0.1;0.0;7.4;51.0;0;0;0;0;0;;0;0;0;0;
L_59R_86_Stich;;Netzgruppe_Default;Standort_Knoten_59_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_60; 1;10.0;319.0;319.0;1;;0.4;0.0;23.4;7.3;0;0;0;0;;0.4;0.0;23.4;7.3;0;0;0;0;;0.4;0.0;23.4;7.3;0;0;0;0;0;;0;0;0;0;
Trafo_60;;Netzgruppe_Default;Standort_60;1;10.0;; Netzgruppe_Default; Standort_60; 1;0.4;;;1;;0.2;0.0;11.7;50.6;0;0;0;0;;0.2;0.0;11.7;50.6;0;0;0;0;;0.2;0.0;11.7;50.6;0;0;0;0;0;;0;0;0;0;
Trafo_60_par;;Netzgruppe_Default;Standort_60;1;10.0;; Netzgruppe_Default; Standort_60; 1;0.4;;;1;;0.2;0.0;11.7;50.6;0;0;0;0;;0.2;0.0;11.7;50.6;0;0;0;0;;0.2;0.0;11.7;50.6;0;0;0;0;0;;0;0;0;0;
L_0R_99;;Netzgruppe_Default;Standort_0;1;10.0;; Netzgruppe_Default; Standort_110; 1;10.0;319.0;319.0;1;;-0.2;-0.1;10.9;3.4;0;0;0;0;;-0.2;-0.1;10.9;3.4;0;0;0;0;;-0.2;-0.1;10.9;3.4;0;0;0;0;0;;0;0;0;0;
Trafo_110;;Netzgruppe_Default;Standort_110;1;10.0;; Netzgruppe_Default; Standort_110; 1;0.4;;;1;;0.1;0.0;4.4;47.2;0;0;0;0;;0.1;0.0;4.4;47.2;0;0;0;0;;0.1;0.0;4.4;47.2;0;0;0;0;0;;0;0;0;0;
Trafo_110_par;;Netzgruppe_Default;Standort_110;1;10.0;; Netzgruppe_Default; Standort_110; 1;0.4;;;1;;0.1;0.0;4.4;47.2;0;0;0;0;;0.1;0.0;4.4;47.2;0;0;0;0;;0.1;0.0;4.4;47.2;0;0;0;0;0;;0;0;0;0;
L_110R_99;;Netzgruppe_Default;Standort_110;1;10.0;; Netzgruppe_Default; Standort_27; 1;10.0;319.0;319.0;1;;-0.3;-0.0;19.0;6.0;0;0;0;0;;-0.3;-0.0;19.0;6.0;0;0;0;0;;-0.3;-0.0;19.0;6.0;0;0;0;0;0;;0;0;0;0;
L_27R_99;;Netzgruppe_Default;Standort_27;1;10.0;; Netzgruppe_Default; Standort_67; 1;10.0;319.0;319.0;1;;-0.3;-0.0;19.0;5.9;0;0;0;0;;-0.3;-0.0;19.0;5.9;0;0;0;0;;-0.3;-0.0;19.0;5.9;0;0;0;0;0;;0;0;0;0;
Trafo_67;;Netzgruppe_Default;Standort_67;1;10.0;; Netzgruppe_Default; Standort_67; 1;0.4;;;1;;0.0;0.0;2.1;36.2;0;0;0;0;;0.0;0.0;2.1;36.2;0;0;0;0;;0.0;0.0;2.1;36.2;0;0;0;0;0;;0;0;0;0;
Trafo_67_par;;Netzgruppe_Default;Standort_67;1;10.0;; Netzgruppe_Default; Standort_67; 1;0.4;;;1;;0.0;0.0;2.1;36.2;0;0;0;0;;0.0;0.0;2.1;36.2;0;0;0;0;;0.0;0.0;2.1;36.2;0;0;0;0;0;;0;0;0;0;
L_67R_99;;Netzgruppe_Default;Standort_67;1;10.0;; Netzgruppe_Default; Standort_350; 1;10.0;319.0;319.0;1;;-0.4;-0.0;23.1;7.3;0;0;0;0;;-0.4;-0.0;23.1;7.3;0;0;0;0;;-0.4;-0.0;23.1;7.3;0;0;0;0;0;;0;0;0;0;
L_350R_99;;Netzgruppe_Default;Standort_350;1;10.0;; Netzgruppe_Default; Standort_84; 1;10.0;319.0;319.0;1;;0.3;-0.0;15.7;4.9;0;0;0;0;;0.3;-0.0;15.7;4.9;0;0;0;0;;0.3;-0.0;15.7;4.9;0;0;0;0;0;;0;0;0;0;
L_84R_99;;Netzgruppe_Default;Standort_84;1;10.0;; Netzgruppe_Default; Standort_73; 1;10.0;319.0;319.0;1;;0.1;0.0;5.6;1.8;0;0;0;0;;0.1;0.0;5.6;1.8;0;0;0;0;;0.1;0.0;5.6;1.8;0;0;0;0;0;;0;0;0;0;
Trafo_73;;Netzgruppe_Default;Standort_73;1;10.0;; Netzgruppe_Default; Standort_73; 1;0.4;;;1;;0.0;0.0;2.8;30.5;0;0;0;0;;0.0;0.0;2.8;30.5;0;0;0;0;;0.0;0.0;2.8;30.5;0;0;0;0;0;;0;0;0;0;
Trafo_73_par;;Netzgruppe_Default;Standort_73;1;10.0;; Netzgruppe_Default; Standort_73; 1;0.4;;;1;;0.0;0.0;2.8;30.5;0;0;0;0;;0.0;0.0;2.8;30.5;0;0;0;0;;0.0;0.0;2.8;30.5;0;0;0;0;0;;0;0;0;0;
L_73R_99;;Netzgruppe_Default;Standort_84;1;10.0;; Netzgruppe_Default; Standort_100; 1;10.0;319.0;319.0;1;;0.0;-0.0;2.4;0.7;0;0;0;0;;0.0;-0.0;2.4;0.7;0;0;0;0;;0.0;-0.0;2.4;0.7;0;0;0;0;0;;0;0;0;0;
Trafo_100;;Netzgruppe_Default;Standort_100;1;10.0;; Netzgruppe_Default; Standort_100; 1;0.4;;;1;;0.0;0.0;1.2;20.1;0;0;0;0;;0.0;0.0;1.2;20.1;0;0;0;0;;0.0;0.0;1.2;20.1;0;0;0;0;0;;0;0;0;0;
Trafo_100_par;;Netzgruppe_Default;Standort_100;1;10.0;; Netzgruppe_Default; Standort_100; 1;0.4;;;1;;0.0;0.0;1.2;20.1;0;0;0;0;;0.0;0.0;1.2;20.1;0;0;0;0;;0.0;0.0;1.2;20.1;0;0;0;0;0;;0;0;0;0;
L_66R_99;;Netzgruppe_Default;Standort_66;1;10.0;; Netzgruppe_Default; Standort_0; 1;10.0;319.0;319.0;1;;-0.5;0.0;26.9;8.4;0;0;0;0;;-0.5;0.0;26.9;8.4;0;0;0;0;;-0.5;0.0;26.9;8.4;0;0;0;0;0;;0;0;0;0;
L_82R_99;;Netzgruppe_Default;Standort_82;1;10.0;; Netzgruppe_Default; Standort_66; 1;10.0;319.0;319.0;1;;-0.4;0.0;24.6;7.7;0;0;0;0;;-0.4;0.0;24.6;7.7;0;0;0;0;;-0.4;0.0;24.6;7.7;0;0;0;0;0;;0;0;0;0;
L_33R_99;;Netzgruppe_Default;Standort_33;1;10.0;; Netzgruppe_Default; Standort_82; 1;10.0;319.0;319.0;1;;-0.4;0.0;22.8;7.1;0;0;0;0;;-0.4;0.0;22.8;7.1;0;0;0;0;;-0.4;0.0;22.8;7.1;0;0;0;0;0;;0;0;0;0;
Trafo_33;;Netzgruppe_Default;Standort_33;1;10.0;; Netzgruppe_Default; Standort_33; 1;0.4;;;1;;0.1;0.0;5.8;39.9;0;0;0;0;;0.1;0.0;5.8;39.9;0;0;0;0;;0.1;0.0;5.8;39.9;0;0;0;0;0;;0;0;0;0;
Trafo_33_par;;Netzgruppe_Default;Standort_33;1;10.0;; Netzgruppe_Default; Standort_33; 1;0.4;;;1;;0.1;0.0;5.8;39.9;0;0;0;0;;0.1;0.0;5.8;39.9;0;0;0;0;;0.1;0.0;5.8;39.9;0;0;0;0;0;;0;0;0;0;
L_70R_99;;Netzgruppe_Default;Standort_70;1;10.0;; Netzgruppe_Default; Standort_33; 1;10.0;319.0;319.0;1;;-0.2;0.0;11.3;3.5;0;0;0;0;;-0.2;0.0;11.3;3.5;0;0;0;0;;-0.2;0.0;11.3;3.5;0;0;0;0;0;;0;0;0;0;
L_148R_99;;Netzgruppe_Default;Standort_148;1;10.0;; Netzgruppe_Default; Standort_70; 1;10.0;319.0;319.0;1;;-0.2;0.0;11.3;3.5;0;0;0;0;;-0.2;0.0;11.3;3.5;0;0;0;0;;-0.2;0.0;11.3;3.5;0;0;0;0;0;;0;0;0;0;
L_261R_99;;Netzgruppe_Default;Standort_261;1;10.0;; Netzgruppe_Default; Standort_148; 1;10.0;319.0;319.0;1;;-0.2;-0.0;11.3;3.5;0;0;0;0;;-0.2;-0.0;11.3;3.5;0;0;0;0;;-0.2;-0.0;11.3;3.5;0;0;0;0;0;;0;0;0;0;
Trafo_26;;Netzgruppe_Default;Standort_261;1;10.0;; Netzgruppe_Default; Standort_26; 1;0.4;;;1;;0.2;0.0;13.4;58.1;0;0;0;0;;0.2;0.0;13.4;58.1;0;0;0;0;;0.2;0.0;13.4;58.1;0;0;0;0;0;;0;0;0;0;
Trafo_26_par;;Netzgruppe_Default;Standort_261;1;10.0;; Netzgruppe_Default; Standort_26; 1;0.4;;;1;;0.2;0.0;13.4;58.1;0;0;0;0;;0.2;0.0;13.4;58.1;0;0;0;0;;0.2;0.0;13.4;58.1;0;0;0;0;0;;0;0;0;0;
L_0R_117;;Netzgruppe_Default;Standort_0;1;10.0;; Netzgruppe_Default; Standort_51; 1;10.0;319.0;319.0;1;;0.4;-0.1;24.7;7.8;0;0;0;0;;0.4;-0.1;24.7;7.8;0;0;0;0;;0.4;-0.1;24.7;7.8;0;0;0;0;0;;0;0;0;0;
Trafo_51;;Netzgruppe_Default;Standort_51;1;10.0;; Netzgruppe_Default; Standort_51; 1;0.4;;;1;;0.2;0.0;9.9;68.7;0;0;0;0;;0.2;0.0;9.9;68.7;0;0;0;0;;0.2;0.0;9.9;68.7;0;0;0;0;0;;0;0;0;0;
Trafo_51_par;;Netzgruppe_Default;Standort_51;1;10.0;; Netzgruppe_Default; Standort_51; 1;0.4;;;1;;0.2;0.0;9.9;68.7;0;0;0;0;;0.2;0.0;9.9;68.7;0;0;0;0;;0.2;0.0;9.9;68.7;0;0;0;0;0;;0;0;0;0;
L_51R_117;;Netzgruppe_Default;Standort_51;1;10.0;; Netzgruppe_Default; Standort_97; 1;10.0;319.0;319.0;1;;0.0;-0.0;0.3;0.1;0;0;0;0;;0.0;-0.0;0.3;0.1;0;0;0;0;;0.0;-0.0;0.3;0.1;0;0;0;0;0;;0;0;0;0;
L_97R_117;;Netzgruppe_Default;Standort_51;1;10.0;; Netzgruppe_Default; Standort_198; 1;10.0;319.0;319.0;1;;0.1;-0.0;4.2;1.3;0;0;0;0;;0.1;-0.0;4.2;1.3;0;0;0;0;;0.1;-0.0;4.2;1.3;0;0;0;0;0;;0;0;0;0;
L_198R_117;;Netzgruppe_Default;Standort_198;1;10.0;; Netzgruppe_Default; Standort_30; 1;10.0;319.0;319.0;1;;0.1;-0.0;4.1;1.3;0;0;0;0;;0.1;-0.0;4.1;1.3;0;0;0;0;;0.1;-0.0;4.1;1.3;0;0;0;0;0;;0;0;0;0;
Trafo_30;;Netzgruppe_Default;Standort_30;1;10.0;; Netzgruppe_Default; Standort_30; 1;0.4;;;1;;0.0;0.0;2.0;35.4;0;0;0;0;;0.0;0.0;2.0;35.4;0;0;0;0;;0.0;0.0;2.0;35.4;0;0;0;0;0;;0;0;0;0;
Trafo_30_par;;Netzgruppe_Default;Standort_30;1;10.0;; Netzgruppe_Default; Standort_30; 1;0.4;;;1;;0.0;0.0;2.0;35.4;0;0;0;0;;0.0;0.0;2.0;35.4;0;0;0;0;;0.0;0.0;2.0;35.4;0;0;0;0;0;;0;0;0;0;
L_30R_117;;Netzgruppe_Default;Standort_198;1;10.0;; Netzgruppe_Default; Standort_26; 1;10.0;319.0;319.0;1;;0;-0.0;0.8;0.2;0;0;0;0;;0;-0.0;0.8;0.2;0;0;0;0;;0;-0.0;0.8;0.2;0;0;0;0;0;;0;0;0;0;
L_26R_117;;Netzgruppe_Default;Standort_26;1;10.0;; Netzgruppe_Default; Standort_181; 1;10.0;319.0;319.0;1;;0;-0.0;0.2;0.1;0;0;0;0;;0;-0.0;0.2;0.1;0;0;0;0;;0;-0.0;0.2;0.1;0;0;0;0;0;;0;0;0;0;
L_159R_117;;Netzgruppe_Default;Standort_159;1;10.0;; Netzgruppe_Default; Standort_0; 1;10.0;319.0;319.0;1;;1.0;0.1;58.3;18.3;0;0;0;0;;1.0;0.1;58.3;18.3;0;0;0;0;;1.0;0.1;58.3;18.3;0;0;0;0;0;;0;0;0;0;
L_276R_117;;Netzgruppe_Default;Standort_276;1;10.0;; Netzgruppe_Default; Standort_159; 1;10.0;319.0;319.0;1;;1.0;0.1;58.2;18.3;0;0;0;0;;1.0;0.1;58.2;18.3;0;0;0;0;;1.0;0.1;58.2;18.3;0;0;0;0;0;;0;0;0;0;
L_115R_117;;Netzgruppe_Default;Standort_115;1;10.0;; Netzgruppe_Default; Standort_276; 1;10.0;319.0;319.0;1;;0.4;0.1;20.4;6.4;0;0;0;0;;0.4;0.1;20.4;6.4;0;0;0;0;;0.4;0.1;20.4;6.4;0;0;0;0;0;;0;0;0;0;
L_47R_117;;Netzgruppe_Default;Standort_107;1;10.0;; Netzgruppe_Default; Standort_115; 1;10.0;319.0;319.0;1;;0.4;0.1;20.4;6.4;0;0;0;0;;0.4;0.1;20.4;6.4;0;0;0;0;;0.4;0.1;20.4;6.4;0;0;0;0;0;;0;0;0;0;
L_137R_117;;Netzgruppe_Default;Standort_337;1;10.0;; Netzgruppe_Default; Standort_107; 1;10.0;319.0;319.0;1;;0.6;0.0;35.5;11.1;0;0;0;0;;0.6;0.0;35.5;11.1;0;0;0;0;;0.6;0.0;35.5;11.1;0;0;0;0;0;;0;0;0;0;
L_337R_117;;Netzgruppe_Default;Standort_337;1;10.0;; Netzgruppe_Default; Standort_137; 1;10.0;319.0;319.0;1;;0;-0.0;0.3;0.1;0;0;0;0;;0;-0.0;0.3;0.1;0;0;0;0;;0;-0.0;0.3;0.1;0;0;0;0;0;;0;0;0;0;
L_328R_117;;Netzgruppe_Default;Standort_Knoten_289_hrs_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_337; 1;10.0;319.0;319.0;1;;0.5;0.0;28.1;8.8;0;0;0;0;;0.5;0.0;28.1;8.8;0;0;0;0;;0.5;0.0;28.1;8.8;0;0;0;0;0;;0;0;0;0;
Trafo_28;;Netzgruppe_Default;Standort_Knoten_289_hrs_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_28; 1;0.4;;;1;;0.1;0.0;4.9;52.9;0;0;0;0;;0.1;0.0;4.9;52.9;0;0;0;0;;0.1;0.0;4.9;52.9;0;0;0;0;0;;0;0;0;0;
Trafo_28_par;;Netzgruppe_Default;Standort_Knoten_289_hrs_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_28; 1;0.4;;;1;;0.1;0.0;4.9;52.9;0;0;0;0;;0.1;0.0;4.9;52.9;0;0;0;0;;0.1;0.0;4.9;52.9;0;0;0;0;0;;0;0;0;0;
L_289R_117;;Netzgruppe_Default;Standort_289;1;10.0;; Netzgruppe_Default; Standort_Knoten_289_hrs_Stichabgang; 1;10.0;319.0;319.0;1;;0;0.0;0.5;0.2;0;0;0;0;;0;0.0;0.5;0.2;0;0;0;0;;0;0.0;0.5;0.2;0;0;0;0;0;;0;0;0;0;
L_289R_117_Stich;;Netzgruppe_Default;Standort_Knoten_289_hrs_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_328; 1;10.0;319.0;319.0;1;;-0.5;-0.0;29.8;9.3;0;0;0;0;;-0.5;-0.0;29.8;9.3;0;0;0;0;;-0.5;-0.0;29.8;9.3;0;0;0;0;0;;0;0;0;0;
L_107R_117;;Netzgruppe_Default;Standort_107;1;10.0;; Netzgruppe_Default; Standort_47; 1;10.0;319.0;319.0;1;;0.3;0.0;15.4;4.8;0;0;0;0;;0.3;0.0;15.4;4.8;0;0;0;0;;0.3;0.0;15.4;4.8;0;0;0;0;0;;0;0;0;0;
Trafo_47;;Netzgruppe_Default;Standort_47;1;10.0;; Netzgruppe_Default; Standort_47; 1;0.4;;;1;;0.1;0.0;7.7;83.2;0;0;0;0;;0.1;0.0;7.7;83.2;0;0;0;0;;0.1;0.0;7.7;83.2;0;0;0;0;0;;0;0;0;0;
Trafo_47_par;;Netzgruppe_Default;Standort_47;1;10.0;; Netzgruppe_Default; Standort_47; 1;0.4;;;1;;0.1;0.0;7.7;83.2;0;0;0;0;;0.1;0.0;7.7;83.2;0;0;0;0;;0.1;0.0;7.7;83.2;0;0;0;0;0;;0;0;0;0;
L_0R_9;;Netzgruppe_Default;Standort_0;1;10.0;; Netzgruppe_Default; Standort_287; 1;10.0;319.0;319.0;1;;-0.6;-0.1;37.1;11.6;0;0;0;0;;-0.6;-0.1;37.1;11.6;0;0;0;0;;-0.6;-0.1;37.1;11.6;0;0;0;0;0;;0;0;0;0;
L_287R_9;;Netzgruppe_Default;Standort_287;1;10.0;; Netzgruppe_Default; Standort_48; 1;10.0;319.0;319.0;1;;-0.4;-0.0;24.3;7.6;0;0;0;0;;-0.4;-0.0;24.3;7.6;0;0;0;0;;-0.4;-0.0;24.3;7.6;0;0;0;0;0;;0;0;0;0;
Trafo_48;;Netzgruppe_Default;Standort_48;1;10.0;; Netzgruppe_Default; Standort_48; 1;0.4;;;1;;0.0;0.0;2.7;47.0;0;0;0;0;;0.0;0.0;2.7;47.0;0;0;0;0;;0.0;0.0;2.7;47.0;0;0;0;0;0;;0;0;0;0;
Trafo_48_par;;Netzgruppe_Default;Standort_48;1;10.0;; Netzgruppe_Default; Standort_48; 1;0.4;;;1;;0.0;0.0;2.7;47.0;0;0;0;0;;0.0;0.0;2.7;47.0;0;0;0;0;;0.0;0.0;2.7;47.0;0;0;0;0;0;;0;0;0;0;
L_48R_9;;Netzgruppe_Default;Standort_48;1;10.0;; Netzgruppe_Default; Standort_99; 1;10.0;319.0;319.0;1;;-0.5;-0.0;29.7;9.3;0;0;0;0;;-0.5;-0.0;29.7;9.3;0;0;0;0;;-0.5;-0.0;29.7;9.3;0;0;0;0;0;;0;0;0;0;
Trafo_99;;Netzgruppe_Default;Standort_99;1;10.0;; Netzgruppe_Default; Standort_99; 1;0.4;;;1;;0.1;0.0;6.5;45.4;0;0;0;0;;0.1;0.0;6.5;45.4;0;0;0;0;;0.1;0.0;6.5;45.4;0;0;0;0;0;;0;0;0;0;
Trafo_99_par;;Netzgruppe_Default;Standort_99;1;10.0;; Netzgruppe_Default; Standort_99; 1;0.4;;;1;;0.1;0.0;6.5;45.4;0;0;0;0;;0.1;0.0;6.5;45.4;0;0;0;0;;0.1;0.0;6.5;45.4;0;0;0;0;0;;0;0;0;0;
L_99R_9;;Netzgruppe_Default;Standort_99;1;10.0;; Netzgruppe_Default; Standort_270; 1;10.0;319.0;319.0;1;;-0.7;-0.0;42.8;13.4;0;0;0;0;;-0.7;-0.0;42.8;13.4;0;0;0;0;;-0.7;-0.0;42.8;13.4;0;0;0;0;0;;0;0;0;0;
L_270R_9;;Netzgruppe_Default;Standort_270;1;10.0;; Netzgruppe_Default; Standort_25; 1;10.0;319.0;319.0;1;;0.1;-0.0;6.3;2.0;0;0;0;0;;0.1;-0.0;6.3;2.0;0;0;0;0;;0.1;-0.0;6.3;2.0;0;0;0;0;0;;0;0;0;0;
Trafo_25;;Netzgruppe_Default;Standort_25;1;10.0;; Netzgruppe_Default; Standort_25; 1;0.4;;;1;;0.1;0.0;3.1;34.0;0;0;0;0;;0.1;0.0;3.1;34.0;0;0;0;0;;0.1;0.0;3.1;34.0;0;0;0;0;0;;0;0;0;0;
Trafo_25_par;;Netzgruppe_Default;Standort_25;1;10.0;; Netzgruppe_Default; Standort_25; 1;0.4;;;1;;0.1;0.0;3.1;34.0;0;0;0;0;;0.1;0.0;3.1;34.0;0;0;0;0;;0.1;0.0;3.1;34.0;0;0;0;0;0;;0;0;0;0;
L_25R_9;;Netzgruppe_Default;Standort_270;1;10.0;; Netzgruppe_Default; Standort_203; 1;10.0;319.0;319.0;1;;-0.4;-0.0;25.9;8.1;0;0;0;0;;-0.4;-0.0;25.9;8.1;0;0;0;0;;-0.4;-0.0;25.9;8.1;0;0;0;0;0;;0;0;0;0;
L_203R_9;;Netzgruppe_Default;Standort_203;1;10.0;; Netzgruppe_Default; Standort_325; 1;10.0;319.0;319.0;1;;-0.5;-0.0;25.8;8.1;0;0;0;0;;-0.5;-0.0;25.8;8.1;0;0;0;0;;-0.5;-0.0;25.8;8.1;0;0;0;0;0;;0;0;0;0;
L_325R_9;;Netzgruppe_Default;Standort_325;1;10.0;; Netzgruppe_Default; Standort_10; 1;10.0;319.0;319.0;1;;0;-0.0;0.5;0.1;0;0;0;0;;0;-0.0;0.5;0.1;0;0;0;0;;0;-0.0;0.5;0.1;0;0;0;0;0;;0;0;0;0;
L_69R_9;;Netzgruppe_Default;Standort_69;1;10.0;; Netzgruppe_Default; Standort_0; 1;10.0;319.0;319.0;1;;-0.2;0.0;14.2;4.5;0;0;0;0;;-0.2;0.0;14.2;4.5;0;0;0;0;;-0.2;0.0;14.2;4.5;0;0;0;0;0;;0;0;0;0;
L_39R_9;;Netzgruppe_Default;Standort_Knoten_103_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_69; 1;10.0;319.0;319.0;1;;-0.2;0.0;11.0;3.4;0;0;0;0;;-0.2;0.0;11.0;3.4;0;0;0;0;;-0.2;0.0;11.0;3.4;0;0;0;0;0;;0;0;0;0;
L_103R_9;;Netzgruppe_Default;Standort_103;1;10.0;; Netzgruppe_Default; Standort_Knoten_103_Stichabgang; 1;10.0;319.0;319.0;1;;-0.2;0.0;10.7;3.4;0;0;0;0;;-0.2;0.0;10.7;3.4;0;0;0;0;;-0.2;0.0;10.7;3.4;0;0;0;0;0;;0;0;0;0;
L_34R_9;;Netzgruppe_Default;Standort_34;1;10.0;; Netzgruppe_Default; Standort_103; 1;10.0;319.0;319.0;1;;-0.1;0.0;5.9;1.9;0;0;0;0;;-0.1;0.0;5.9;1.9;0;0;0;0;;-0.1;0.0;5.9;1.9;0;0;0;0;0;;0;0;0;0;
L_129R_9;;Netzgruppe_Default;Standort_Knoten_98_hrs_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_34; 1;10.0;319.0;319.0;1;;-0.1;0.0;5.9;1.8;0;0;0;0;;-0.1;0.0;5.9;1.8;0;0;0;0;;-0.1;0.0;5.9;1.8;0;0;0;0;0;;0;0;0;0;
Trafo_98;;Netzgruppe_Default;Standort_Knoten_98_hrs_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_98; 1;0.4;;;1;;0.1;0.0;2.9;50.8;0;0;0;0;;0.1;0.0;2.9;50.8;0;0;0;0;;0.1;0.0;2.9;50.8;0;0;0;0;0;;0;0;0;0;
Trafo_98_par;;Netzgruppe_Default;Standort_Knoten_98_hrs_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_98; 1;0.4;;;1;;0.1;0.0;2.9;50.8;0;0;0;0;;0.1;0.0;2.9;50.8;0;0;0;0;;0.1;0.0;2.9;50.8;0;0;0;0;0;;0;0;0;0;
